canonical_id	representative_accession	representative_source	gcf_accession	gca_accession	pair_status	organism_name	tax_id	strain	assembly_level	assembly_status	refseq_category	genome_size_bp	gc_percent	number_of_contigs	number_of_scaffolds	contig_n50	scaffold_n50	bioproject_accession	biosample_accession	submitter	release_date
CANON_00102	GCF_055118695.1	REFSEQ	GCF_055118695.1	GCA_055118695.1	paired	Bradyrhizobium denitrificans	2734912		Contig	current		8235022	65	118	118	103691	103691	PRJNA308326	SAMN50304780	The Ohio State University	2026-02-14
CANON_00103	GCF_000261765.1	REFSEQ	GCF_000261765.1	GCA_000261765.1	paired	Bradyrhizobium diazoefficiens	1355477	CCBAU 41267	Contig	current		9121826	64	563	563	30035	30035	PRJNA77219	SAMN02469472	China Agricultural University	2012-05-03
CANON_00104	GCF_000473025.1	REFSEQ	GCF_000473025.1	GCA_000473025.1	paired	Bradyrhizobium diazoefficiens	1355477	USDA 122	Scaffold	current		8976980	64	103	101	323993	340412	PRJNA162997	SAMN02441115	DOE Joint Genome Institute	2013-09-30
CANON_00105	GCF_001280585.1	REFSEQ	GCF_001280585.1	GCA_001280585.1	paired	Bradyrhizobium diazoefficiens	1355477	Is-1	Scaffold	current		8983878	64	107	104	358317	358317	PRJNA283680	SAMN03654026	KyushuUniversity	2015-09-09
CANON_00106	GCF_001549695.1	REFSEQ	GCF_001549695.1	GCA_001549695.1	paired	Bradyrhizobium diazoefficiens	1355477	NK6	Complete Genome	suppressed		10475157	63.5	5	5	9780023	9780023	PRJDB3027	SAMD00022775	Tohoku University	2015-04-11
CANON_00107	GCF_001908315.1	REFSEQ	GCF_001908315.1	GCA_001908315.1	paired	Bradyrhizobium diazoefficiens	1355477	USDA 122	Complete Genome	current		9136536	64	1	1	9136536	9136536	PRJNA298974	SAMN04191488	Tohoku University	2016-12-19
CANON_00108	GCF_002531995.1	REFSEQ	GCF_002531995.1	GCA_002531995.1	paired	Bradyrhizobium diazoefficiens	1355477	Y21	Contig	current		8941773	64	132	132	367887	367887	PRJNA403813	SAMN07627173	Northwest A&F University	2017-10-12
CANON_00109	GCF_003183845.2	REFSEQ	GCF_003183845.2	GCA_003183845.2	paired	Bradyrhizobium diazoefficiens	1355477	XF7	Complete Genome	current		9270175	64	1	1	9270175	9270175	PRJNA471208	SAMN09205184	Tohoku University	2020-05-12
CANON_00110	GCF_004359355.1	REFSEQ	GCF_004359355.1	GCA_004359355.1	paired	Bradyrhizobium diazoefficiens	1355477	110spc4	Complete Genome	current		8910608	64	1	1	8910608	8910608	PRJNA493766	SAMN10141985	ETH Zurich	2019-03-21
CANON_00111	GCF_011604625.2	REFSEQ	GCF_011604625.2	GCA_011604625.2	paired	Bradyrhizobium diazoefficiens	1355477	172S4	Complete Genome	current		9142067	64	1	1	9142067	9142067	PRJNA612209	SAMN14364959	Agriculture and Agri-Food Canada	2024-02-23
CANON_00112	GCF_013390305.1	REFSEQ	GCF_013390305.1	GCA_013390305.1	paired	Bradyrhizobium diazoefficiens	1355477	113-2	Complete Genome	current		8995154	64	1	1	8995154	8995154	PRJNA639413	SAMN15235935	Chinese Academy of Agricultural Sciences	2020-07-06
CANON_00113	GCF_014163415.1	REFSEQ	GCF_014163415.1	GCA_014163415.1	paired	Bradyrhizobium diazoefficiens	1355477	HH15	Complete Genome	current		9177979	64	1	1	9177979	9177979	PRJDB9289	SAMD00204444	Graduate School of Life Sciences, Tohoku University	2020-08-05
CANON_00114	GCF_014163435.1	REFSEQ	GCF_014163435.1	GCA_014163435.1	paired	Bradyrhizobium diazoefficiens	1355477	H12S4	Complete Genome	current		9535585	64	1	1	9535585	9535585	PRJDB9289	SAMD00204445	Graduate School of Life Sciences, Tohoku University	2020-08-05
CANON_00115	GCF_014163455.1	REFSEQ	GCF_014163455.1	GCA_014163455.1	paired	Bradyrhizobium diazoefficiens	1355477	HF08	Complete Genome	current		9109292	64	1	1	9109292	9109292	PRJDB9289	SAMD00204446	Graduate School of Life Sciences, Tohoku University	2020-08-05
CANON_00116	GCF_014163475.1	REFSEQ	GCF_014163475.1	GCA_014163475.1	paired	Bradyrhizobium diazoefficiens	1355477	F07S3	Complete Genome	current		9432644	64	1	1	9432644	9432644	PRJDB9289	SAMD00204447	Graduate School of Life Sciences, Tohoku University	2020-08-05
CANON_00117	GCF_016599855.1	REFSEQ	GCF_016599855.1	GCA_016599855.1	paired	Bradyrhizobium diazoefficiens	1355477	65_7	Complete Genome	suppressed		7100878	63	1	1	7100878	7100878	PRJNA669073	SAMN16433518	Commonwealth Scientific and Industrial Research Organisation (CSIRO)	2021-01-11
CANON_00118	GCF_016612535.1	REFSEQ	GCF_016612535.1	GCA_016612535.1	paired	Bradyrhizobium diazoefficiens	1355477	182_5	Contig	current		7989248	63	14	14	3065835	3065835	PRJNA669073	SAMN16433565	Commonwealth Scientific and Industrial Research Organisation (CSIRO)	2021-01-11
CANON_00119	GCF_016616235.1	REFSEQ	GCF_016616235.1	GCA_016616235.1	paired	Bradyrhizobium diazoefficiens	1355477	38_8	Complete Genome	current		7668734	64	1	1	7668734	7668734	PRJNA669073	SAMN16433501	Commonwealth Scientific and Industrial Research Organisation (CSIRO)	2021-01-12
CANON_00120	GCF_016616425.1	REFSEQ	GCF_016616425.1	GCA_016616425.1	paired	Bradyrhizobium diazoefficiens	1355477	41_2	Complete Genome	suppressed		7144346	63.5	1	1	7144346	7144346	PRJNA669073	SAMN16433460	Commonwealth Scientific and Industrial Research Organisation (CSIRO)	2021-01-12
CANON_00121	GCF_016616885.1	REFSEQ	GCF_016616885.1	GCA_016616885.1	paired	Bradyrhizobium diazoefficiens	1355477	36_1	Complete Genome	current		8085095	63.5	1	1	8085095	8085095	PRJNA669073	SAMN16433574	Commonwealth Scientific and Industrial Research Organisation (CSIRO)	2021-01-12
CANON_00122	GCF_017831945.1	REFSEQ	GCF_017831945.1	GCA_017831945.1	paired	Bradyrhizobium diazoefficiens	1355477	USDA 500	Contig	current		9247384	64	1	1	9247384	9247384	PRJNA695759	SAMN17620000	DOE Joint Genome Institute	2021-04-07
CANON_00123	GCF_017831985.1	REFSEQ	GCF_017831985.1	GCA_017831985.1	paired	Bradyrhizobium diazoefficiens	1355477	USDA 300	Contig	current		9181317	64	1	1	9181317	9181317	PRJNA695758	SAMN17619951	DOE Joint Genome Institute	2021-04-07
CANON_00124	GCF_018129645.1	REFSEQ	GCF_018129645.1	GCA_018129645.1	paired	Bradyrhizobium diazoefficiens	1355477	SZCCT0113	Contig	suppressed		7151866	64	65	65	218178	218178	PRJNA698083	SAMN17707941	The Chinese University of Hong Kong	2021-04-22
CANON_00125	GCF_018129705.1	REFSEQ	GCF_018129705.1	GCA_018129705.1	paired	Bradyrhizobium diazoefficiens	1355477	SZCCT0122	Contig	suppressed		7148721	64	59	59	215940	215940	PRJNA698083	SAMN17707943	The Chinese University of Hong Kong	2021-04-22
CANON_00126	GCF_018129755.1	REFSEQ	GCF_018129755.1	GCA_018129755.1	paired	Bradyrhizobium diazoefficiens	1355477	SZCCT0126	Contig	suppressed		7119512	64	56	56	237121	237121	PRJNA698083	SAMN17707945	The Chinese University of Hong Kong	2021-04-22
CANON_00127	GCF_018129785.1	REFSEQ	GCF_018129785.1	GCA_018129785.1	paired	Bradyrhizobium diazoefficiens	1355477	SZCCT0130	Contig	suppressed		7146295	64	63	63	226176	226176	PRJNA698083	SAMN17707947	The Chinese University of Hong Kong	2021-04-22
CANON_00128	GCF_018129805.1	REFSEQ	GCF_018129805.1	GCA_018129805.1	paired	Bradyrhizobium diazoefficiens	1355477	SZCCT0132	Contig	suppressed		7121551	64	59	59	237121	237121	PRJNA698083	SAMN17707949	The Chinese University of Hong Kong	2021-04-22
CANON_00129	GCF_018129925.1	REFSEQ	GCF_018129925.1	GCA_018129925.1	paired	Bradyrhizobium diazoefficiens	1355477	SZCCT0137	Contig	suppressed		7134077	64	58	58	256594	256594	PRJNA698083	SAMN17707954	The Chinese University of Hong Kong	2021-04-22
CANON_00130	GCF_018129935.1	REFSEQ	GCF_018129935.1	GCA_018129935.1	paired	Bradyrhizobium diazoefficiens	1355477	SZCCT0139	Contig	suppressed		7141560	64	61	61	237121	237121	PRJNA698083	SAMN17707956	The Chinese University of Hong Kong	2021-04-22
CANON_00131	GCF_018129965.1	REFSEQ	GCF_018129965.1	GCA_018129965.1	paired	Bradyrhizobium diazoefficiens	1355477	SZCCT0138	Contig	suppressed		7132833	64	54	54	221556	221556	PRJNA698083	SAMN17707955	The Chinese University of Hong Kong	2021-04-22
CANON_00132	GCF_018130305.1	REFSEQ	GCF_018130305.1	GCA_018130305.1	paired	Bradyrhizobium diazoefficiens	1355477	SZCCT0235	Contig	suppressed		7242859	64.5	33	33	417027	417027	PRJNA698083	SAMN17707973	The Chinese University of Hong Kong	2021-04-22
CANON_00133	GCF_018130485.1	REFSEQ	GCF_018130485.1	GCA_018130485.1	paired	Bradyrhizobium diazoefficiens	1355477	SZCCT0287	Contig	current		9626510	63.5	496	496	52181	52181	PRJNA698083	SAMN17707981	The Chinese University of Hong Kong	2021-04-22
CANON_00134	GCF_018130585.1	REFSEQ	GCF_018130585.1	GCA_018130585.1	paired	Bradyrhizobium diazoefficiens	1355477	SZCCT0340	Contig	current		9646558	63.5	509	509	52235	52235	PRJNA698083	SAMN17707987	The Chinese University of Hong Kong	2021-04-22
CANON_00135	GCF_018130635.1	REFSEQ	GCF_018130635.1	GCA_018130635.1	paired	Bradyrhizobium diazoefficiens	1355477	SZCCT0341	Contig	current		9600591	63.5	490	490	52094	52094	PRJNA698083	SAMN17707988	The Chinese University of Hong Kong	2021-04-22
CANON_00136	GCF_018130895.1	REFSEQ	GCF_018130895.1	GCA_018130895.1	paired	Bradyrhizobium diazoefficiens	1355477	SZCCT0406	Contig	suppressed		7209264	65	59	59	405587	405587	PRJNA698083	SAMN17708004	The Chinese University of Hong Kong	2021-04-22
CANON_00137	GCF_018131015.1	REFSEQ	GCF_018131015.1	GCA_018131015.1	paired	Bradyrhizobium diazoefficiens	1355477	SZCCT0423	Contig	suppressed		7095320	65	69	69	209377	209377	PRJNA698083	SAMN17708009	The Chinese University of Hong Kong	2021-04-22
CANON_00138	GCF_018131145.1	REFSEQ	GCF_018131145.1	GCA_018131145.1	paired	Bradyrhizobium diazoefficiens	1355477	SZCCT0435	Contig	suppressed		7080073	64.5	18	18	1119287	1119287	PRJNA698083	SAMN17708015	The Chinese University of Hong Kong	2021-04-22
CANON_00139	GCF_018131165.1	REFSEQ	GCF_018131165.1	GCA_018131165.1	paired	Bradyrhizobium diazoefficiens	1355477	SZCCT0440	Contig	suppressed		7076265	64.5	18	18	757700	757700	PRJNA698083	SAMN17708016	The Chinese University of Hong Kong	2021-04-22
CANON_00140	GCF_018131185.1	REFSEQ	GCF_018131185.1	GCA_018131185.1	paired	Bradyrhizobium diazoefficiens	1355477	SZCCT0449	Contig	suppressed		6943378	64.5	23	23	905187	905187	PRJNA698083	SAMN17708017	The Chinese University of Hong Kong	2021-04-22
CANON_00141	GCF_021052285.1	REFSEQ	GCF_021052285.1	GCA_021052285.1	paired	Bradyrhizobium diazoefficiens	1355477	CB1809	Complete Genome	current		9136715	64	1	1	9136715	9136715	PRJNA783123	SAMN23416905	Murdoch University	2021-12-06
CANON_00142	GCF_021229375.1	REFSEQ	GCF_021229375.1	GCA_021229375.1	paired	Bradyrhizobium diazoefficiens	1355477	SEMIA 5080	Scaffold	current		8983305	64	161	147	157081	184704	PRJNA787817	SAMN23848903	UFRGS	2021-12-19
CANON_00143	GCF_021261415.1	REFSEQ	GCF_021261415.1	GCA_021261415.1	paired	Bradyrhizobium diazoefficiens	1355477	CPAC 392	Contig	current		9072300	64	170	170	255062	255062	PRJNA787649	SAMN23834014	Embrapa Soja	2021-12-21
CANON_00144	GCF_021261445.1	REFSEQ	GCF_021261445.1	GCA_021261445.1	paired	Bradyrhizobium diazoefficiens	1355477	CPAC 390	Contig	current		9066558	64	155	155	235348	235348	PRJNA787647	SAMN23834001	Embrapa Soja	2021-12-21
CANON_00145	GCF_021261465.1	REFSEQ	GCF_021261465.1	GCA_021261465.1	paired	Bradyrhizobium diazoefficiens	1355477	CPAC 394	Contig	current		9065038	64	150	150	282057	282057	PRJNA787652	SAMN23837688	Embrapa Soja	2021-12-21
CANON_00146	GCF_021261485.1	REFSEQ	GCF_021261485.1	GCA_021261485.1	paired	Bradyrhizobium diazoefficiens	1355477	SEMIA 586	Contig	current		9067238	64	155	155	256113	256113	PRJNA787643	SAMN23833944	Embrapa Soja	2021-12-21
CANON_00147	GCF_023278165.1	REFSEQ	GCF_023278165.1	GCA_023278165.1	paired	Bradyrhizobium diazoefficiens	1355477	USDA 122-Bd	Complete Genome	current		9137248	64	1	1	9137248	9137248	PRJNA686127	SAMN17108306	VEIL Bradyrhizobium group	2022-05-09
CANON_00148	GCF_028561325.1	REFSEQ	GCF_028561325.1	GCA_028561325.1	paired	Bradyrhizobium diazoefficiens	1355477	MIAE00426	Contig	current		9159438	64	5	5	5025083	5025083	PRJNA596616	SAMN13632398	INRA	2023-02-08
CANON_00149	GCF_030176935.1	REFSEQ	GCF_030176935.1	GCA_030176935.1	paired	Bradyrhizobium diazoefficiens	1355477	WB74	Scaffold	current		8970449	64	116	108	347041	347041	PRJNA962527	SAMN34403492	Agricultural Research Council	2023-06-05
CANON_00150	GCF_030582975.1	REFSEQ	GCF_030582975.1	GCA_030582975.1	paired	Bradyrhizobium diazoefficiens	1355477	K09F-Bd	Complete Genome	current		9349165	64	1	1	9349165	9349165	PRJNA962155	SAMN34405173	VEIL Bradyrhizobium group	2023-08-02
CANON_00151	GCF_030583485.1	REFSEQ	GCF_030583485.1	GCA_030583485.1	paired	Bradyrhizobium diazoefficiens	1355477	S13E-Bd	Complete Genome	current		9436850	64	1	1	9436850	9436850	PRJNA962157	SAMN34405175	VEIL Bradyrhizobium group	2023-08-02
CANON_00152	GCF_030583565.1	REFSEQ	GCF_030583565.1	GCA_030583565.1	paired	Bradyrhizobium diazoefficiens	1355477	S14C-Bd	Complete Genome	current		9056793	64	1	1	9056793	9056793	PRJNA962159	SAMN34405176	VEIL Bradyrhizobium group	2023-08-02
CANON_00153	GCF_030584705.1	REFSEQ	GCF_030584705.1	GCA_030584705.1	paired	Bradyrhizobium diazoefficiens	1355477	K01E-Bd	Complete Genome	current		9179873	64	1	1	9179873	9179873	PRJNA962154	SAMN34405172	VEIL Bradyrhizobium group	2023-08-02
CANON_00154	GCF_030584825.1	REFSEQ	GCF_030584825.1	GCA_030584825.1	paired	Bradyrhizobium diazoefficiens	1355477	N03B-Bd	Complete Genome	current		9318491	64	1	1	9318491	9318491	PRJNA962156	SAMN34405174	VEIL Bradyrhizobium group	2023-08-02
CANON_00155	GCF_035211335.1	REFSEQ	GCF_035211335.1	GCA_035211335.1	paired	Bradyrhizobium diazoefficiens	1355477	CNPSo 106	Complete Genome	current		9120098	64	1	1	9120098	9120098	PRJNA1026967	SAMN37769948	Empresa Brasileira de Pesquisa Agropecuaria	2024-01-05
CANON_00156	GCF_035213875.1	REFSEQ	GCF_035213875.1	GCA_035213875.1	paired	Bradyrhizobium diazoefficiens	1355477	CNPSo 104	Complete Genome	current		9140039	64	1	1	9140039	9140039	PRJNA1026967	SAMN37769885	Empresa Brasileira de Pesquisa Agropecuaria	2024-01-05
CANON_00157	GCF_035214775.1	REFSEQ	GCF_035214775.1	GCA_035214775.1	paired	Bradyrhizobium diazoefficiens	1355477	CNPSo 108	Complete Genome	current		9138003	64	1	1	9138003	9138003	PRJNA1026967	SAMN37770394	Empresa Brasileira de Pesquisa Agropecuaria	2024-01-05
CANON_00158	GCF_035215755.1	REFSEQ	GCF_035215755.1	GCA_035215755.1	paired	Bradyrhizobium diazoefficiens	1355477	CNPSo 107	Complete Genome	current		9138100	64	1	1	9138100	9138100	PRJNA1026967	SAMN37770383	Empresa Brasileira de Pesquisa Agropecuaria	2024-01-05
CANON_00159	GCF_035217035.1	REFSEQ	GCF_035217035.1	GCA_035217035.1	paired	Bradyrhizobium diazoefficiens	1355477	CNPSo 10	Complete Genome	current		9140459	64	1	1	9140459	9140459	PRJNA1026967	SAMN37769541	Empresa Brasileira de Pesquisa Agropecuaria	2024-01-05
CANON_00160	GCF_035218095.1	REFSEQ	GCF_035218095.1	GCA_035218095.1	paired	Bradyrhizobium diazoefficiens	1355477	CNPSo 105	Complete Genome	current		9140270	64	1	1	9140270	9140270	PRJNA1026967	SAMN37769933	Empresa Brasileira de Pesquisa Agropecuaria	2024-01-05
CANON_00161	GCF_035218935.1	REFSEQ	GCF_035218935.1	GCA_035218935.1	paired	Bradyrhizobium diazoefficiens	1355477	CNPSo 109	Complete Genome	current		9138085	64	1	1	9138085	9138085	PRJNA1026967	SAMN37770395	Empresa Brasileira de Pesquisa Agropecuaria	2024-01-05
CANON_00162	GCF_035219715.1	REFSEQ	GCF_035219715.1	GCA_035219715.1	paired	Bradyrhizobium diazoefficiens	1355477	CPAC 7	Complete Genome	current		9138870	64	1	1	9138870	9138870	PRJNA1026967	SAMN37770681	Empresa Brasileira de Pesquisa Agropecuaria	2024-01-05
CANON_00163	GCF_035230525.1	REFSEQ	GCF_035230525.1	GCA_035230525.1	paired	Bradyrhizobium diazoefficiens	1355477	CNPSo 110	Complete Genome	current		9138906	64	1	1	9138906	9138906	PRJNA1026967	SAMN37770676	Empresa Brasileira de Pesquisa Agropecuaria	2024-01-05
CANON_00164	GCF_036936745.1	REFSEQ	GCF_036936745.1	GCA_036936745.1	paired	Bradyrhizobium diazoefficiens	1355477	USDA 136	Contig	current		9142773	64	1	1	9142773	9142773	PRJNA484202	SAMN09761224	University of Regina	2024-03-01
CANON_00165	GCF_037623595.1	REFSEQ	GCF_037623595.1	GCA_037623595.1	paired	Bradyrhizobium diazoefficiens	1355477	R1-9	Contig	current		9066556	64	288	288	211978	211978	PRJNA1073459	SAMN39830709	University of Sheffield	2024-03-26
CANON_00166	GCF_037623615.1	REFSEQ	GCF_037623615.1	GCA_037623615.1	paired	Bradyrhizobium diazoefficiens	1355477	GW50	Contig	current		9046371	64	233	233	282553	282553	PRJNA1073459	SAMN39830708	University of Sheffield	2024-03-26
CANON_00167	GCF_040544105.1	REFSEQ	GCF_040544105.1	GCA_040544105.1	paired	Bradyrhizobium diazoefficiens	1355477	USDA 122SR	Contig	current		9138239	64	1	1	9138239	9138239	PRJNA1115338	SAMN41513517	DOE Joint Genome Institute	2024-07-08
CANON_00168	GCF_040544145.1	REFSEQ	GCF_040544145.1	GCA_040544145.1	paired	Bradyrhizobium diazoefficiens	1355477	USDA 126	Contig	current		8984488	64	1	1	8984488	8984488	PRJNA1115735	SAMN41514002	DOE Joint Genome Institute	2024-07-08
CANON_00169	GCF_040544155.1	REFSEQ	GCF_040544155.1	GCA_040544155.1	paired	Bradyrhizobium diazoefficiens	1355477	USDA 125	Contig	current		8918172	64	1	1	8918172	8918172	PRJNA1115734	SAMN41514027	DOE Joint Genome Institute	2024-07-08
CANON_00170	GCF_040544185.1	REFSEQ	GCF_040544185.1	GCA_040544185.1	paired	Bradyrhizobium diazoefficiens	1355477	USDA 127b	Contig	current		9138052	64	1	1	9138052	9138052	PRJNA1115736	SAMN41514008	DOE Joint Genome Institute	2024-07-08
CANON_00171	GCF_040544195.1	REFSEQ	GCF_040544195.1	GCA_040544195.1	paired	Bradyrhizobium diazoefficiens	1355477	USDA 133	Contig	current		9106403	64	1	1	9106403	9106403	PRJNA1115740	SAMN41513972	DOE Joint Genome Institute	2024-07-08
CANON_00172	GCF_040544215.1	REFSEQ	GCF_040544215.1	GCA_040544215.1	paired	Bradyrhizobium diazoefficiens	1355477	USDA 140	Contig	current		9021424	64	1	1	9021424	9021424	PRJNA1115745	SAMN41513965	DOE Joint Genome Institute	2024-07-08
CANON_00173	GCF_040544255.1	REFSEQ	GCF_040544255.1	GCA_040544255.1	paired	Bradyrhizobium diazoefficiens	1355477	USDA 137	Contig	current		9109431	64	1	1	9109431	9109431	PRJNA1115742	SAMN41514028	DOE Joint Genome Institute	2024-07-08
CANON_00174	GCF_040544285.1	REFSEQ	GCF_040544285.1	GCA_040544285.1	paired	Bradyrhizobium diazoefficiens	1355477	USDA 142	Contig	current		9144114	64	1	1	9144114	9144114	PRJNA1115747	SAMN41514017	DOE Joint Genome Institute	2024-07-08
CANON_00175	GCF_040544305.1	REFSEQ	GCF_040544305.1	GCA_040544305.1	paired	Bradyrhizobium diazoefficiens	1355477	USDA 141	Contig	current		9505917	64	2	2	9251428	9251428	PRJNA1115746	SAMN41513964	DOE Joint Genome Institute	2024-07-08
CANON_00176	GCF_041260465.1	REFSEQ	GCF_041260465.1	GCA_041260465.1	paired	Bradyrhizobium diazoefficiens	1355477	USDA 318	Contig	current		9098904	64	1	1	9098904	9098904	PRJNA1115703	SAMN41513630	DOE Joint Genome Institute	2024-08-13
CANON_00177	GCF_041260565.1	REFSEQ	GCF_041260565.1	GCA_041260565.1	paired	Bradyrhizobium diazoefficiens	1355477	USDA 314	Contig	current		9504095	64	2	2	9249606	9249606	PRJNA1115701	SAMN41513537	DOE Joint Genome Institute	2024-08-13
CANON_00178	GCF_041260805.1	REFSEQ	GCF_041260805.1	GCA_041260805.1	paired	Bradyrhizobium diazoefficiens	1355477	USDA 303	Contig	current		9348859	64	1	1	9348859	9348859	PRJNA1115700	SAMN41513510	DOE Joint Genome Institute	2024-08-13
CANON_00179	GCF_041260845.1	REFSEQ	GCF_041260845.1	GCA_041260845.1	paired	Bradyrhizobium diazoefficiens	1355477	USDA 278	Contig	current		8890061	64	1	1	8890061	8890061	PRJNA1115698	SAMN41513343	DOE Joint Genome Institute	2024-08-13
CANON_00180	GCF_041260915.1	REFSEQ	GCF_041260915.1	GCA_041260915.1	paired	Bradyrhizobium diazoefficiens	1355477	USDA 325	Contig	current		9111287	64	1	1	9111287	9111287	PRJNA1115705	SAMN41513977	DOE Joint Genome Institute	2024-08-13
CANON_00181	GCF_041261165.1	REFSEQ	GCF_041261165.1	GCA_041261165.1	paired	Bradyrhizobium diazoefficiens	1355477	USDA 279	Contig	current		9143280	64	1	1	9143280	9143280	PRJNA1115699	SAMN41513480	DOE Joint Genome Institute	2024-08-13
CANON_00182	GCF_041261485.1	REFSEQ	GCF_041261485.1	GCA_041261485.1	paired	Bradyrhizobium diazoefficiens	1355477	USDA 262	Contig	current		9141632	64	1	1	9141632	9141632	PRJNA1115697	SAMN41513568	DOE Joint Genome Institute	2024-08-13
CANON_00183	GCF_041262685.1	REFSEQ	GCF_041262685.1	GCA_041262685.1	paired	Bradyrhizobium diazoefficiens	1355477	USDA 316	Contig	current		9182376	64	1	1	9182376	9182376	PRJNA1115702	SAMN41513571	DOE Joint Genome Institute	2024-08-13
CANON_00184	GCF_044909355.1	REFSEQ	GCF_044909355.1	GCA_044909355.1	paired	Bradyrhizobium diazoefficiens	1355477	USDA 136	Contig	current		9139312	64	2	2	9127687	9127687	PRJNA1115741	SAMN41513975	DOE Joint Genome Institute	2024-11-14
