canonical_id	gcf_accession	gca_accession	pair_status	missing_partner_accession	original_representative_accession	original_representative_status	selected_accession	selected_source	selected_status	selection_reason	organism_name	tax_id	strain	assembly_level	genome_size_bp	gc_percent	number_of_contigs	contig_n50	genome_size_modified_z	gc_percent_modified_z	metadata_decision	pangenome_contiguity_class	synteny_class	sequence_qc_status	taxonomy_qc_status	flags
CANON_00081	GCF_001038185.1	GCA_001038185.1	paired		GCF_001038185.1	current	GCF_001038185.1	REFSEQ	current	current_refseq_preferred	Bradyrhizobium japonicum	375	FN1	Scaffold	9138496	63.5	101	266672	0.610826	0.0	retain_candidate	primary_contiguity_candidate	synteny_candidate	pending	pending	
CANON_00082	GCF_001189235.2	GCA_001189235.2	paired		GCF_001189235.2	current	GCF_001189235.2	REFSEQ	current	current_refseq_preferred	Bradyrhizobium embrapense	630921	SEMIA 6208	Contig	8267832	64	36	809967	-0.070751	0.6745	retain_candidate	primary_contiguity_candidate	synteny_candidate	pending	pending	
CANON_00083	GCF_001189245.1	GCA_001189245.1	paired		GCF_001189245.1	current	GCF_001189245.1	REFSEQ	current	current_refseq_preferred	Bradyrhizobium pachyrhizi	280333	PAC 48	Scaffold	8711973	64	648	26465	0.276933	0.6745	retain_candidate	secondary_fragmented	presence_absence_only	pending	pending	pangenome_fragmented;synteny_fragmented
CANON_00084	GCF_001189845.1	GCA_001189845.1	paired		GCF_001189845.1	current	GCF_001189845.1	REFSEQ	current	current_refseq_preferred	Bradyrhizobium tropiciagri	312253	SEMIA 6148	Contig	9767314	63.5	189	111450	1.10308	0.0	retain_candidate	primary_contiguity_candidate	synteny_candidate	pending	pending	
CANON_00085	GCF_001238275.1	GCA_001238275.1	paired		GCF_001238275.1	current	GCF_001238275.1	REFSEQ	current	current_refseq_preferred	Bradyrhizobium viridifuturi	1654716	SEMIA 690	Contig	8811922	64	152	138766	0.355176	0.6745	retain_candidate	primary_contiguity_candidate	synteny_candidate	pending	pending	
CANON_00086	GCF_001280585.1	GCA_001280585.1	paired		GCF_001280585.1	current	GCF_001280585.1	REFSEQ	current	current_refseq_preferred	Bradyrhizobium diazoefficiens	1355477	Is-1	Scaffold	8983878	64	107	358317	0.489787	0.6745	retain_candidate	primary_contiguity_candidate	synteny_candidate	pending	pending	
CANON_00087		GCA_001312945.1	unpaired		GCA_001312945.1	current	GCA_001312945.1	GENBANK	current	current_genbank_singleton	Bradyrhizobium sp. 17-4	1215384	JCM 18382	Contig	7106372	64	2463	4378	-0.97997	0.6745	retain_candidate	secondary_fragmented	presence_absence_only	pending	pending	pangenome_fragmented;synteny_fragmented
CANON_00088	GCF_001424605.1	GCA_001424605.1	paired		GCF_001424605.1	current	GCF_001424605.1	REFSEQ	current	current_refseq_preferred	Bradyrhizobium sp. Leaf396	1736363	Leaf396	Scaffold	7709278	64	67	302212	-0.508	0.6745	retain_candidate	primary_contiguity_candidate	synteny_candidate	pending	pending	
CANON_00089	GCF_001439885.1	GCA_001439885.1	paired		GCF_001439885.1	current	GCF_001439885.1	REFSEQ	current	current_refseq_preferred	Bradyrhizobium yuanmingense	108015	BR3267	Scaffold	7904309	64	167	102683	-0.355325	0.6745	retain_candidate	primary_contiguity_candidate	synteny_candidate	pending	pending	
CANON_00090	GCF_001440015.1	GCA_001440015.1	paired		GCF_001440015.1	current	GCF_001440015.1	REFSEQ	current	current_refseq_preferred	Bradyrhizobium pachyrhizi	280333	BR3262	Scaffold	8965178	64	333	56572	0.475148	0.6745	retain_candidate	primary_contiguity_candidate	presence_absence_only	pending	pending	synteny_fragmented
CANON_00091	GCF_001440035.1	GCA_001440035.1	paired		GCF_001440035.1	current	GCF_001440035.1	REFSEQ	current	current_refseq_preferred	Bradyrhizobium manausense	989370	BR 3351	Scaffold	9145311	63	371	45300	0.616161	-0.6745	retain_candidate	primary_contiguity_candidate	presence_absence_only	pending	pending	synteny_fragmented
CANON_00092	GCF_001440385.1	GCA_001440385.1	paired		GCF_001440385.1	current	GCF_001440385.1	REFSEQ	current	current_refseq_preferred	Bradyrhizobium valentinum	1518501	LmjM6	Contig	9146476	62	242	104988	0.617073	-2.0235	retain_candidate	primary_contiguity_candidate	presence_absence_only	pending	pending	synteny_fragmented
CANON_00093	GCF_001440395.1	GCA_001440395.1	paired		GCF_001440395.1	current	GCF_001440395.1	REFSEQ	current	current_refseq_preferred	Bradyrhizobium jicamae	280332	PAC68	Scaffold	8738846	62.5	456	53842	0.29797	-1.349	retain_candidate	primary_contiguity_candidate	presence_absence_only	pending	pending	synteny_fragmented
CANON_00094	GCF_001440405.1	GCA_001440405.1	paired		GCF_001440405.1	current	GCF_001440405.1	REFSEQ	current	current_refseq_preferred	Bradyrhizobium valentinum	1518501	LmjM3	Scaffold	8845258	62	430	41989	0.381272	-2.0235	retain_candidate	primary_contiguity_candidate	presence_absence_only	pending	pending	synteny_fragmented
CANON_00095	GCF_001440415.1	GCA_001440415.1	paired		GCF_001440415.1	current	GCF_001440415.1	REFSEQ	current	current_refseq_preferred	Bradyrhizobium retamae	1300035	Ro19	Contig	8466225	62	235	131222	0.084556	-2.0235	retain_candidate	primary_contiguity_candidate	presence_absence_only	pending	pending	synteny_fragmented
CANON_00096	GCF_001440475.1	GCA_001440475.1	paired		GCF_001440475.1	current	GCF_001440475.1	REFSEQ	current	current_refseq_preferred	Bradyrhizobium lablabi	722472	CCBAU 23086	Scaffold	8817291	62.5	366	63513	0.359379	-1.349	retain_candidate	primary_contiguity_candidate	presence_absence_only	pending	pending	synteny_fragmented
CANON_00097	GCF_001542415.1	GCA_001542415.1	paired		GCF_001542415.1	current	GCF_001542415.1	REFSEQ	current	current_refseq_preferred	Bradyrhizobium macuxiense	1755647	BR 10303	Scaffold	8722143	63	280	54444	0.284895	-0.6745	retain_candidate	primary_contiguity_candidate	presence_absence_only	pending	pending	synteny_fragmented
CANON_00098	GCF_001549695.1	GCA_001549695.1	paired		GCF_001549695.1	suppressed	GCA_001549695.1	GENBANK	current	fallback_current_genbank	Bradyrhizobium diazoefficiens	1355477	NK6	Complete Genome	10475157	63.5	5	9780023	1.657196	0.0	retain_candidate	primary_contiguity_candidate	synteny_candidate	pending	pending	suppressed_or_unavailable_refseq_fallback
CANON_00099	GCF_001556045.1	GCA_001556045.1	paired		GCF_001556045.1	current	GCF_001556045.1	REFSEQ	current	current_refseq_preferred	Bradyrhizobium sp. CCH5-F6	1768753	CCH5-F6	Contig	8163151	64	222	75002	-0.152698	0.6745	retain_candidate	primary_contiguity_candidate	presence_absence_only	pending	pending	synteny_fragmented
CANON_00100	GCF_001556245.1	GCA_001556245.1	paired		GCF_001556245.1	suppressed	GCA_001556245.1	GENBANK	current	fallback_current_genbank	Bradyrhizobium sp. CCH4-A6	1768759	CCH4-A6	Contig	5299950	61	249	55361	-2.39408	-3.3725	retain_candidate	primary_contiguity_candidate	presence_absence_only	pending	pending	suppressed_or_unavailable_refseq_fallback;synteny_fragmented
CANON_00101	GCF_001556255.1	GCA_001556255.1	paired		GCF_001556255.1	suppressed	GCA_001556255.1	GENBANK	current	fallback_current_genbank	Bradyrhizobium sp. CCH10-C7	1768760	CCH10-C7	Contig	5592688	60.5	366	43895	-2.164918	-4.047	manual_review	primary_contiguity_candidate	presence_absence_only	pending	pending	gc_percent_outlier;suppressed_or_unavailable_refseq_fallback;synteny_fragmented
CANON_00102	GCF_001556485.1	GCA_001556485.1	paired		GCF_001556485.1	suppressed	GCA_001556485.1	GENBANK	current	fallback_current_genbank	Bradyrhizobium sp. CCH1-B1	1768766	CCH1-B1	Contig	4299406	68	243	47648	-3.17733	6.0705	manual_review	primary_contiguity_candidate	presence_absence_only	pending	pending	gc_percent_outlier;suppressed_or_unavailable_refseq_fallback;synteny_fragmented
CANON_00103	GCF_001556725.1	GCA_001556725.1	paired		GCF_001556725.1	suppressed	GCA_001556725.1	GENBANK	current	fallback_current_genbank	Bradyrhizobium sp. CCH5-A9	1768775	CCH5-A9	Contig	4713629	67.5	295	43647	-2.853066	5.396	manual_review	primary_contiguity_candidate	presence_absence_only	pending	pending	gc_percent_outlier;suppressed_or_unavailable_refseq_fallback;synteny_fragmented
CANON_00104	GCF_001590795.1	GCA_001590795.1	paired		GCF_001590795.1	current	GCF_001590795.1	REFSEQ	current	current_refseq_preferred	Bradyrhizobium sp. AT1	574934	AT1	Scaffold	7534837	64.5	267	51025	-0.644557	1.349	retain_candidate	primary_contiguity_candidate	presence_absence_only	pending	pending	synteny_fragmented
CANON_00105	GCF_001593325.1	GCA_001593325.1	paired		GCF_001593325.1	current	GCF_001593325.1	REFSEQ	current	current_refseq_preferred	Bradyrhizobium sp. DOA1	1126616	DOA1	Scaffold	7543105	64	204	67460	-0.638085	0.6745	retain_candidate	primary_contiguity_candidate	presence_absence_only	pending	pending	synteny_fragmented
CANON_00106	GCF_001595995.1	GCA_001595995.1	paired		GCF_001595995.1	suppressed	GCA_001595995.1	GENBANK	current	fallback_current_genbank	Bradyrhizobium liaoningense	43992	CCNWSX0360	Contig	8590559	63.5	242	188836	0.181888	0.0	retain_candidate	primary_contiguity_candidate	presence_absence_only	pending	pending	suppressed_or_unavailable_refseq_fallback;synteny_fragmented
CANON_00107	GCF_001641335.1	GCA_001641335.1	paired		GCF_001641335.1	current	GCF_001641335.1	REFSEQ	current	current_refseq_preferred	Bradyrhizobium stylosanthis	1803665	BR 446	Contig	8801717	64.5	22	1501053	0.347187	1.349	retain_candidate	primary_contiguity_candidate	synteny_candidate	pending	pending	
CANON_00108	GCF_001641635.1	GCA_001641635.1	paired		GCF_001641635.1	current	GCF_001641635.1	REFSEQ	current	current_refseq_preferred	Bradyrhizobium centrolobii	1505087	BR 10245	Scaffold	10111113	63	215	83109	1.372214	-0.6745	retain_candidate	primary_contiguity_candidate	presence_absence_only	pending	pending	synteny_fragmented
CANON_00109	GCF_001641695.1	GCA_001641695.1	paired		GCF_001641695.1	current	GCF_001641695.1	REFSEQ	current	current_refseq_preferred	Bradyrhizobium neotropicale	1497615	BR 10247	Scaffold	8679329	63.5	189	86815	0.251379	0.0	retain_candidate	primary_contiguity_candidate	synteny_candidate	pending	pending	
CANON_00110	GCF_001642675.1	GCA_001642675.1	paired		GCF_001642675.1	current	GCF_001642675.1	REFSEQ	current	current_refseq_preferred	Bradyrhizobium diazoefficiens USDA 110	224911	USDA 110	Complete Genome	9106064	64	1	9106064	0.585437	0.6745	retain_candidate	primary_contiguity_candidate	synteny_candidate	pending	pending	
CANON_00111	GCF_001693385.1	GCA_001693385.1	paired		GCF_001693385.1	current	GCF_001693385.1	REFSEQ	current	current_refseq_preferred	Bradyrhizobium icense	1274631	LMTR 13	Complete Genome	8322773	62	1	8322773	-0.027742	-2.0235	retain_candidate	primary_contiguity_candidate	synteny_candidate	pending	pending	
CANON_00112	GCF_001693485.1	GCA_001693485.1	paired		GCF_001693485.1	current	GCF_001693485.1	REFSEQ	current	current_refseq_preferred	Bradyrhizobium sp. LMTR 3	189873	LMTR 3	Contig	7834745	62.5	55	423838	-0.409782	-1.349	retain_candidate	primary_contiguity_candidate	synteny_candidate	pending	pending	
CANON_00113	GCF_001693515.2	GCA_001693515.2	paired		GCF_001693515.2	current	GCF_001693515.2	REFSEQ	current	current_refseq_preferred	Bradyrhizobium paxllaeri	190148	LMTR 21	Complete Genome	8377719	62.5	1	8377719	0.015271	-1.349	retain_candidate	primary_contiguity_candidate	synteny_candidate	pending	pending	
CANON_00114	GCF_001705105.1	GCA_001705105.1	paired		GCF_001705105.1	current	GCF_001705105.1	REFSEQ	current	current_refseq_preferred	Bradyrhizobium sp. UASWS1016	1566379	UASWS1016	Contig	7960052	64.5	59	386652	-0.311688	1.349	retain_candidate	primary_contiguity_candidate	synteny_candidate	pending	pending	
CANON_00115	GCF_001718185.1	GCA_001718185.1	paired		GCF_001718185.1	current	GCF_001718185.1	REFSEQ	current	current_refseq_preferred	Bradyrhizobium elkanii	29448	BLY6-1	Scaffold	9202572	64	82	363283	0.660986	0.6745	retain_candidate	primary_contiguity_candidate	synteny_candidate	pending	pending	
CANON_00116	GCF_001718205.1	GCA_001718205.1	paired		GCF_001718205.1	current	GCF_001718205.1	REFSEQ	current	current_refseq_preferred	Bradyrhizobium elkanii	29448	BLY3-8	Scaffold	9198916	64	92	302740	0.658124	0.6745	retain_candidate	primary_contiguity_candidate	synteny_candidate	pending	pending	
CANON_00117	GCF_001868735.1	GCA_001868735.1	paired		GCF_001868735.1	suppressed	GCA_001868735.1	GENBANK	current	fallback_current_genbank	Bradyrhizobium elkanii	29448	TnphoA 33	Scaffold	9529806	63.5	1004	21612	0.917153	0.0	retain_candidate	secondary_fragmented	presence_absence_only	pending	pending	pangenome_fragmented;suppressed_or_unavailable_refseq_fallback;synteny_fragmented
CANON_00118	GCF_001887695.1	GCA_001887695.1	paired		GCF_001887695.1	current	GCF_001887695.1	REFSEQ	current	current_refseq_preferred	Bradyrhizobium japonicum	375	J5	Complete Genome	10138651	63.5	1	10138651	1.393771	0.0	retain_candidate	primary_contiguity_candidate	synteny_candidate	pending	pending	
CANON_00119	GCF_001908185.1	GCA_001908185.1	paired		GCF_001908185.1	current	GCF_001908185.1	REFSEQ	current	current_refseq_preferred	Bradyrhizobium sp. AS23.2	1680155	AS23.2	Contig	8705449	63	430	46417	0.271826	-0.6745	retain_candidate	primary_contiguity_candidate	presence_absence_only	pending	pending	synteny_fragmented
CANON_00120	GCF_001908205.1	GCA_001908205.1	paired		GCF_001908205.1	current	GCF_001908205.1	REFSEQ	current	current_refseq_preferred	Bradyrhizobium sp. NAS80.1	1680159	NAS80.1	Contig	9235468	63	533	43609	0.686738	-0.6745	retain_candidate	secondary_fragmented	presence_absence_only	pending	pending	pangenome_fragmented;synteny_fragmented
CANON_00121	GCF_001908235.1	GCA_001908235.1	paired		GCF_001908235.1	current	GCF_001908235.1	REFSEQ	current	current_refseq_preferred	Bradyrhizobium sp. NAS96.2	1680160	NAS96.2	Contig	8927485	64	450	40586	0.445641	0.6745	retain_candidate	primary_contiguity_candidate	presence_absence_only	pending	pending	synteny_fragmented
CANON_00122	GCF_001908315.1	GCA_001908315.1	paired		GCF_001908315.1	current	GCF_001908315.1	REFSEQ	current	current_refseq_preferred	Bradyrhizobium diazoefficiens	1355477	USDA 122	Complete Genome	9136536	64	1	9136536	0.609292	0.6745	retain_candidate	primary_contiguity_candidate	synteny_candidate	pending	pending	
CANON_00123	GCF_001969825.1	GCA_001969825.1	paired		GCF_001969825.1	current	GCF_001969825.1	REFSEQ	current	current_refseq_preferred	Bradyrhizobium brasilense	1419277	UFLA03-321	Contig	8595048	64	94	188493	0.185402	0.6745	retain_candidate	primary_contiguity_candidate	synteny_candidate	pending	pending	
CANON_00124	GCF_001982635.1	GCA_001982635.1	paired		GCF_001982635.1	current	GCF_001982635.1	REFSEQ	current	current_refseq_preferred	Bradyrhizobium mercantei	1904807	SEMIA 6399	Contig	8842857	64	72	1006110	0.379393	0.6745	retain_candidate	primary_contiguity_candidate	synteny_candidate	pending	pending	
CANON_00125	GCF_002068095.1	GCA_002068095.1	paired		GCF_002068095.1	current	GCF_002068095.1	REFSEQ	current	current_refseq_preferred	Bradyrhizobium sacchari	1399419	p9-20	Scaffold	8698798	64	318	51786	0.26662	0.6745	retain_candidate	primary_contiguity_candidate	presence_absence_only	pending	pending	synteny_fragmented
CANON_00126	GCF_002108675.1	GCA_002108675.1	paired		GCF_002108675.1	current	GCF_002108675.1	REFSEQ	current	current_refseq_preferred	Bradyrhizobium canariense	255045	UBMA050	Contig	8299015	63	188	270609	-0.04634	-0.6745	retain_candidate	primary_contiguity_candidate	synteny_candidate	pending	pending	
CANON_00127	GCF_002108695.1	GCA_002108695.1	paired		GCF_002108695.1	current	GCF_002108695.1	REFSEQ	current	current_refseq_preferred	Bradyrhizobium canariense	255045	UBMA051	Contig	8273379	63	173	146548	-0.066409	-0.6745	retain_candidate	primary_contiguity_candidate	synteny_candidate	pending	pending	
CANON_00128	GCF_002108725.1	GCA_002108725.1	paired		GCF_002108725.1	current	GCF_002108725.1	REFSEQ	current	current_refseq_preferred	Bradyrhizobium canariense	255045	UBMA060	Contig	8291234	63	204	202032	-0.052431	-0.6745	retain_candidate	primary_contiguity_candidate	presence_absence_only	pending	pending	synteny_fragmented
CANON_00129	GCF_002108745.1	GCA_002108745.1	paired		GCF_002108745.1	current	GCF_002108745.1	REFSEQ	current	current_refseq_preferred	Bradyrhizobium canariense	255045	UBMA052	Contig	8294491	63	182	140764	-0.049882	-0.6745	retain_candidate	primary_contiguity_candidate	synteny_candidate	pending	pending	
CANON_00130	GCF_002108755.1	GCA_002108755.1	paired		GCF_002108755.1	current	GCF_002108755.1	REFSEQ	current	current_refseq_preferred	Bradyrhizobium canariense	255045	UBMA061	Contig	8267021	63	196	102328	-0.071386	-0.6745	retain_candidate	primary_contiguity_candidate	synteny_candidate	pending	pending	
CANON_00131	GCF_002108775.1	GCA_002108775.1	paired		GCF_002108775.1	current	GCF_002108775.1	REFSEQ	current	current_refseq_preferred	Bradyrhizobium canariense	255045	UBMA195	Contig	8274608	63	190	171855	-0.065446	-0.6745	retain_candidate	primary_contiguity_candidate	synteny_candidate	pending	pending	
CANON_00132	GCF_002108805.1	GCA_002108805.1	paired		GCF_002108805.1	current	GCF_002108805.1	REFSEQ	current	current_refseq_preferred	Bradyrhizobium canariense	255045	UBMAN05	Contig	8376411	63	178	168481	0.014247	-0.6745	retain_candidate	primary_contiguity_candidate	synteny_candidate	pending	pending	
CANON_00133	GCF_002108825.1	GCA_002108825.1	paired		GCF_002108825.1	current	GCF_002108825.1	REFSEQ	current	current_refseq_preferred	Bradyrhizobium canariense	255045	UBMA122	Contig	8214782	63	177	199090	-0.11228	-0.6745	retain_candidate	primary_contiguity_candidate	synteny_candidate	pending	pending	
CANON_00134	GCF_002108845.1	GCA_002108845.1	paired		GCF_002108845.1	current	GCF_002108845.1	REFSEQ	current	current_refseq_preferred	Bradyrhizobium canariense	255045	UBMA182	Contig	8216640	63	114	152760	-0.110825	-0.6745	retain_candidate	primary_contiguity_candidate	synteny_candidate	pending	pending	
CANON_00135	GCF_002108865.1	GCA_002108865.1	paired		GCF_002108865.1	current	GCF_002108865.1	REFSEQ	current	current_refseq_preferred	Bradyrhizobium canariense	255045	UBMA192	Contig	8287509	63	180	239857	-0.055347	-0.6745	retain_candidate	primary_contiguity_candidate	synteny_candidate	pending	pending	
CANON_00136	GCF_002108875.1	GCA_002108875.1	paired		GCF_002108875.1	current	GCF_002108875.1	REFSEQ	current	current_refseq_preferred	Bradyrhizobium canariense	255045	UBMA183	Contig	8288770	63	183	201886	-0.05436	-0.6745	retain_candidate	primary_contiguity_candidate	synteny_candidate	pending	pending	
CANON_00137	GCF_002108905.1	GCA_002108905.1	paired		GCF_002108905.1	current	GCF_002108905.1	REFSEQ	current	current_refseq_preferred	Bradyrhizobium canariense	255045	UBMA510	Contig	8367860	63	159	188349	0.007553	-0.6745	retain_candidate	primary_contiguity_candidate	synteny_candidate	pending	pending	
CANON_00138	GCF_002108935.1	GCA_002108935.1	paired		GCF_002108935.1	current	GCF_002108935.1	REFSEQ	current	current_refseq_preferred	Bradyrhizobium japonicum	375	UBMA197	Contig	10442239	63.5	287	131757	1.631427	0.0	retain_candidate	primary_contiguity_candidate	presence_absence_only	pending	pending	synteny_fragmented
CANON_00139	GCF_002108965.1	GCA_002108965.1	paired		GCF_002108965.1	current	GCF_002108965.1	REFSEQ	current	current_refseq_preferred	Bradyrhizobium canariense	255045	UBMA181	Contig	8299676	63	227	202394	-0.045823	-0.6745	retain_candidate	primary_contiguity_candidate	presence_absence_only	pending	pending	synteny_fragmented
